,timestamp,open,close,high,low,tx amt,tx vol
1,01/07/2023,1264.36,1262.92,1265.02,1261.56,662.21350676,836528.3720716736
0,01/07/2023,1262.72,1264.07,1264.32,1261.58,629.244774,794891.267174771
23,01/08/2023,1264.1,1261.24,1264.79,1258.07,916.4518083,1155799.925220675
22,01/08/2023,1261.18,1262.32,1262.32,1259.46,487.1565577,614266.637954961
21,01/08/2023,1262.32,1261.54,1262.73,1259.52,577.8293657,728724.192921452
20,01/08/2023,1261.54,1262.89,1262.89,1260.68,206.0730376,259961.290181947
19,01/08/2023,1262.89,1262.36,1263.01,1262.25,164.1991206,207331.120639307
18,01/08/2023,1262.36,1263.62,1263.66,1262.35,232.6142055,293790.329176556
17,01/08/2023,1263.62,1264,1264,1262.83,273.0232437,344986.076560269
16,01/08/2023,1264,1263.5,1264.2,1262.34,364.2934977,460330.967306096
15,01/08/2023,1263.51,1263.02,1263.65,1262.14,828.2612134,1046232.348482143
14,01/08/2023,1263.02,1263.18,1266.16,1262.29,650.3100702,822022.681102555
13,01/08/2023,1263.19,1263.23,1264.32,1261.98,361.0903581,456187.80547339
12,01/08/2023,1263.24,1261.59,1263.27,1260.58,376.3033435,475055.539977907
11,01/08/2023,1261.59,1262.19,1262.35,1261.27,165.0633857,208269.862608658
10,01/08/2023,1262.19,1263.26,1263.58,1262.18,246.654572,311531.280362383
9,01/08/2023,1263.26,1266.2,1266.2,1263.25,417.5647701,528032.190894708
8,01/08/2023,1266.2,1275.01,1276,1264.7,1793.9554759,2279902.899793422
7,01/08/2023,1275,1264.09,1280,1261.88,1940.67679954,2463299.9048466812
6,01/08/2023,1264,1264.51,1267.89,1263.33,688.0844992,870925.571735026
5,01/08/2023,1264.52,1265.35,1265.78,1263.45,581.3290727,735452.612574171
4,01/08/2023,1265.35,1265.24,1266.57,1264.88,497.0673959,629010.681835907
3,01/08/2023,1265.23,1270.69,1271.7,1264.35,994.011109,1261757.477719956
2,01/08/2023,1270.69,1270,1273.28,1269.34,529.0232164,672404.940968174
