,timestamp,open,close,high,low,tx amt,tx vol
35,01/05/2023,1253.37,1251.42,1253.82,1251.33,265.4622988,332519.452879373
34,01/05/2023,1251.43,1250.99,1251.97,1249.15,313.3940698,391936.226293222
33,01/05/2023,1250.87,1248.53,1251.28,1247.77,195.0726357,243765.57680312
32,01/05/2023,1248.61,1251,1251.07,1248.6,305.5220761,381874.91737722
31,01/05/2023,1251.01,1250.16,1251.39,1249.34,618.3345159,773130.208021275
30,01/05/2023,1250.15,1250.85,1251.78,1248.15,683.3624214,854659.694524085
29,01/05/2023,1250.84,1249.4,1250.85,1247.6,361.7373138,451974.613096129
28,01/05/2023,1249.41,1248.72,1249.69,1245.73,540.6443692,674438.458011052
27,01/05/2023,1248.72,1251.09,1251.81,1248.62,297.1168259,371432.239169969
26,01/05/2023,1251.08,1251.58,1253.03,1251.08,225.7629084,282650.973038498
25,01/05/2023,1251.58,1251.1,1252.1,1250.96,107.4411056,134462.266509984
24,01/05/2023,1251.09,1255.6,1255.69,1251.09,339.427362,425424.108277549
23,01/05/2023,1255.6,1251.88,1255.86,1251.73,350.9135156,439872.00237176
22,01/05/2023,1251.87,1252.97,1253.55,1251.87,83.3040488,104386.418848016
21,01/05/2023,1252.97,1252.08,1253.85,1250.63,514.3996131,644127.550750792
20,01/05/2023,1252.05,1247.33,1253.46,1247.14,448.1858159,560056.529644173
19,01/05/2023,1247.32,1249.77,1250.64,1246.26,410.4707228,512575.434226528
18,01/05/2023,1249.9,1248.33,1250.42,1243.11,864.64571055,1077064.428497756
17,01/05/2023,1248.32,1250.49,1252.92,1247.88,602.2195834,753241.641859095
16,01/05/2023,1250.49,1249.26,1251.35,1248.4,219.0135557,273714.010558962
15,01/05/2023,1249.23,1247.92,1250.29,1247.14,416.8966087,520532.474719961
14,01/05/2023,1248.04,1248.48,1249.04,1247.35,196.8745776,245741.931521983
13,01/05/2023,1248.59,1248.5,1249.85,1247.65,319.5074269,399025.589715508
12,01/05/2023,1248.5,1247.34,1249.16,1247,263.3127231,328602.490267996
11,01/05/2023,1247.34,1251.15,1251.25,1246.52,578.8883566,723199.611774691
10,01/05/2023,1251.01,1251.49,1251.58,1250.32,312.7524356,391288.740551017
9,01/05/2023,1251.49,1252.39,1253.4,1251.24,334.066343,418317.355123281
8,01/05/2023,1252.4,1253.76,1254.98,1252.04,580.193387,727648.955388986
7,01/05/2023,1253.76,1252.65,1254.41,1252.27,274.964464,344679.429316256
6,01/05/2023,1252.65,1253.85,1254.19,1252.64,276.0082552,345970.409038801
5,01/05/2023,1253.85,1252.3,1254.05,1251.9,198.8297154,249199.51984419
4,01/05/2023,1252.3,1252.7,1253.43,1251.43,214.6357539,268819.893788984
3,01/05/2023,1252.7,1252.44,1253.03,1252.25,86.9300858,108882.599009097
2,01/05/2023,1252.43,1250.9,1252.61,1250.64,157.5008004,197152.411645652
1,01/05/2023,1250.9,1249.71,1252.99,1248.21,354.7593094,443691.155456337
0,01/05/2023,1249.7,1251.07,1252.35,1249.31,291.9482578,365153.740372556
47,01/06/2023,1251.45,1252.39,1252.61,1250.15,178.4173006,223261.268446805
46,01/06/2023,1252.39,1255.61,1258.32,1252.39,760.0357995,954109.742654095
45,01/06/2023,1255.72,1254.76,1255.92,1254.42,210.7375529,264473.017654845
44,01/06/2023,1254.76,1251.26,1254.98,1251.25,265.3244185,332735.885596399
43,01/06/2023,1251.26,1249.78,1251.64,1248.25,319.6691632,399456.877297914
42,01/06/2023,1249.5,1251.93,1252,1249.16,210.0783395,262847.947642088
41,01/06/2023,1251.93,1253.07,1253.14,1250.54,265.38721,332292.86325459
40,01/06/2023,1253.06,1250.98,1253.19,1250.98,223.5962225,279958.000104339
39,01/06/2023,1250.99,1249.51,1252.18,1249.32,180.1939792,225408.385531633
38,01/06/2023,1249.44,1251.27,1251.54,1248.56,232.0998024,290153.994601688
37,01/06/2023,1251.27,1249.59,1251.27,1249.23,251.0287938,313843.327374213
36,01/06/2023,1249.59,1249.48,1249.82,1247.46,314.8171248,393144.737939333
35,01/06/2023,1249.48,1247.41,1249.49,1247.29,436.0232238,544167.946939011
34,01/06/2023,1247.4,1247.99,1248.94,1246.3,328.0768575,409255.200682295
33,01/06/2023,1247.99,1247.95,1248.42,1246.51,173.9569245,217001.731786634
32,01/06/2023,1247.95,1247.9,1248.27,1247.37,73.0421644,91135.883449546
31,01/06/2023,1247.9,1249.15,1249.62,1247.89,738.7212206,922478.29731891
30,01/06/2023,1249.16,1249.65,1250.3,1248.91,182.856499,228494.301484505
29,01/06/2023,1249.65,1248.46,1249.65,1246.41,588.0368661,733475.787901765
28,01/06/2023,1248.46,1248.54,1249.11,1247.13,207.2572701,258724.943952104
27,01/06/2023,1248.53,1247.93,1248.79,1247.89,145.5718586,181727.684171587
26,01/06/2023,1247.92,1245.57,1248.66,1245.01,502.548735,626558.442900288
25,01/06/2023,1245.57,1243.31,1246.63,1237,1183.8166586,1471599.828667615
24,01/06/2023,1243.3,1243.35,1244.63,1241.87,835.3497182,1038747.556928558
23,01/06/2023,1243.35,1242.44,1243.98,1241.61,724.009373,899814.307811373
22,01/06/2023,1242.43,1244.19,1245,1242.19,194.5710629,241952.465104555
21,01/06/2023,1244.2,1239,1244.2,1239,590.5768846,733398.628889464
20,01/06/2023,1239.01,1250.51,1255.41,1236.24,3257.4272013,4055081.338887419
19,01/06/2023,1250.5,1250.8,1251.48,1248.05,404.5330642,505512.072121024
18,01/06/2023,1250.79,1248.15,1252.87,1246.21,568.5839032,710192.526632664
17,01/06/2023,1248.15,1250.47,1252.9,1248.15,800.4230916,1001165.319332358
16,01/06/2023,1250.47,1263.3,1264.74,1250.41,3005.3057033,3783695.821239824
15,01/06/2023,1263.24,1260.27,1268,1260.2,1230.32425229,1553977.2045898452
14,01/06/2023,1260.27,1264.15,1265.7,1260.22,636.5146978,804076.515124132
13,01/06/2023,1264.36,1263.82,1269.34,1263.02,761.620571,964283.344596798
12,01/06/2023,1263.89,1263.51,1264.48,1262.16,239.1516418,302145.40771239
11,01/06/2023,1263.5,1267.67,1269.99,1263.5,966.8487964,1225207.069991333
10,01/06/2023,1267.66,1266.51,1268.83,1265.93,348.5185219,441677.655391077
9,01/06/2023,1266.51,1267.4,1268.53,1265.2,462.6314019,585980.319038926
8,01/06/2023,1267.4,1273.06,1276.3,1267.28,1564.1227024,1990810.531463755
7,01/06/2023,1273.05,1268.25,1276.32,1268.1,843.7832103,1073479.279921041
6,01/06/2023,1268.32,1265.7,1269.58,1265.6,676.7702425,857736.036459513
5,01/06/2023,1265.7,1266.48,1267.13,1265.19,212.5324078,269113.516774103
4,01/06/2023,1266.48,1266.21,1267.93,1265.54,382.136996,484151.994955615
3,01/06/2023,1266.21,1267.42,1267.7,1265.93,172.9955682,219127.078654016
2,01/06/2023,1267.42,1269.6,1270.48,1266.67,461.490027,585104.869010602
1,01/06/2023,1269.6,1269.82,1271.38,1268.04,558.1491168,708968.294996801
0,01/06/2023,1269.81,1269.19,1270.85,1268.23,265.5230855,337115.525174081
47,01/07/2023,1269.2,1267.5,1269.26,1266.45,323.017453,409500.160557026
46,01/07/2023,1267.66,1270.87,1270.89,1267.65,207.405982,263212.174999213
45,01/07/2023,1270.87,1269.05,1270.95,1268.52,157.8937017,200458.436911865
44,01/07/2023,1269.05,1268.88,1270.46,1268.57,179.5975668,227970.29067543
43,01/07/2023,1268.89,1266.56,1269.12,1266.4,202.1863894,256331.971765897
42,01/07/2023,1266.56,1266.45,1266.9,1266.07,183.2299546,232068.98847597
41,01/07/2023,1266.45,1266.85,1266.85,1265.65,208.1823097,263624.997575829
40,01/07/2023,1266.85,1266.44,1267.04,1265.29,236.9247748,299970.095660732
39,01/07/2023,1266.44,1265.11,1266.44,1265.1,188.9638202,239164.569011353
38,01/07/2023,1265.11,1264.65,1265.11,1263.85,203.59813762,257441.4772786146
37,01/07/2023,1264.65,1264.7,1265.11,1263.69,349.6113464,442037.9313947
36,01/07/2023,1264.7,1264.54,1264.7,1264.17,64.426847,81463.803119825
35,01/07/2023,1264.53,1264.22,1264.53,1262.15,432.3351757,546212.976880089
34,01/07/2023,1264.21,1264.92,1265.03,1264.21,117.0325545,148011.291928916
33,01/07/2023,1264.91,1265.75,1265.9,1264.91,84.0599287,106380.026598685
32,01/07/2023,1265.76,1266.67,1266.8,1265.75,116.5969165,147641.813183295
31,01/07/2023,1266.68,1264.36,1266.86,1264.29,279.2247628,353405.68138882
30,01/07/2023,1264.36,1264.73,1266.51,1264.29,338.4381002,428290.038129324
29,01/07/2023,1264.73,1264.71,1264.93,1263.89,141.6254546,179071.098286415
28,01/07/2023,1264.71,1265.28,1266.3,1264.25,227.8912168,288372.748392277
27,01/07/2023,1265.27,1265,1265.68,1265,130.1601409,164691.551441424
26,01/07/2023,1265,1264.26,1265.01,1264.1,78.8953733,99756.680875824
25,01/07/2023,1264.26,1263.83,1264.26,1262.9,182.6447595,230758.616791111
24,01/07/2023,1263.82,1263.71,1264.14,1263.71,61.1790283,77329.175437185
23,01/07/2023,1263.72,1262.85,1263.72,1261.54,171.7891228,216901.098589178
22,01/07/2023,1262.86,1263.75,1263.93,1261.47,172.6616659,218065.748466474
21,01/07/2023,1263.76,1264.99,1265,1263.74,90.8008941,114799.086018571
20,01/07/2023,1265,1262.79,1265.5,1262.37,275.4303592,348194.437802674
19,01/07/2023,1262.79,1264.27,1264.27,1261.63,218.3172644,275615.310680236
18,01/07/2023,1264.27,1265.33,1265.73,1263.72,188.0065475,237811.969136256
17,01/07/2023,1265.32,1264.89,1265.51,1264.5,128.3780303,162403.874032147
16,01/07/2023,1264.89,1265.16,1265.24,1263.99,165.1170764,208779.036509231
15,01/07/2023,1265.16,1262.93,1265.16,1262.93,111.4563291,140863.45430691
14,01/07/2023,1262.81,1262.63,1262.95,1261.91,197.9642197,249924.466103002
13,01/07/2023,1262.63,1262.44,1262.76,1262.07,186.7017166,235719.91734106
12,01/07/2023,1262.45,1262.59,1263.59,1262.44,151.2616767,191028.463086874
11,01/07/2023,1262.6,1264.18,1264.18,1262.51,197.0518785,248883.094469992
10,01/07/2023,1264.18,1263.97,1264.53,1263.13,160.4503747,202801.449053618
9,01/07/2023,1263.98,1264.82,1265.68,1263.87,217.7123483,275345.128913353
